Unnamed: 0,season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
670,1984,13,zandvoort,True,False,False,False,False,prost,French,mclaren,1,1,0,4,2,0,8,1,0.0,29
691,1984,13,zandvoort,True,False,False,False,False,piquet,Brazilian,brabham,2,25,24,2,5,31,2,5,0.3000000000000113,32
673,1984,13,zandvoort,True,False,False,False,False,angelis,Italian,team_lotus,3,4,29,0,3,38,0,3,0.3000000000000113,26
687,1984,13,zandvoort,True,False,False,False,False,warwick,British,renault,4,21,23,0,6,33,0,4,0.8000000000000114,29
675,1984,13,zandvoort,True,False,False,False,False,tambay,French,renault,5,6,10,0,9,33,0,4,1.0,35
671,1984,13,zandvoort,True,False,False,False,False,lauda,Austrian,mclaren,6,2,48,4,1,0,8,1,1.3000000000000114,35
677,1984,13,zandvoort,True,False,False,False,False,keke_rosberg,Finnish,williams,7,8,0,1,7,0,1,6,1.5,35
686,1984,13,zandvoort,True,False,False,False,False,laffite,French,williams,8,20,5,0,13,0,1,6,1.6000000000000083,40
693,1984,13,zandvoort,True,False,False,False,False,alboreto,Italian,ferrari,9,27,0,1,8,0,1,2,1.7000000000000028,27
674,1984,13,zandvoort,True,False,False,False,False,fabi,Italian,brabham,10,5,7,0,12,31,2,5,1.7000000000000028,29
683,1984,13,zandvoort,True,False,False,False,False,boutsen,Belgian,arrows,11,16,5,0,14,6,0,9,2.1000000000000085,27
684,1984,13,zandvoort,True,False,False,False,False,patrese,Italian,alfa,11,18,3,0,16,6,0,8,2.1000000000000085,30
672,1984,13,zandvoort,True,False,False,False,False,mansell,British,team_lotus,12,3,9,0,11,38,0,3,2.200000000000003,31
689,1984,13,zandvoort,True,False,False,False,False,senna,Brazilian,toleman,13,23,9,0,10,9,0,7,2.4000000000000057,24
685,1984,13,zandvoort,True,False,False,False,False,cesaris,Italian,ligier,14,19,3,0,17,3,0,10,2.5,25
679,1984,13,zandvoort,True,False,False,False,False,arnoux,French,ferrari,15,11,25,0,4,0,1,2,2.5,36
688,1984,13,zandvoort,True,False,False,False,False,manfred_winkelhock,German,ats,16,22,0,0,22,0,0,13,2.9000000000000057,32
681,1984,13,zandvoort,True,False,False,False,False,cheever,American,alfa,17,13,3,0,15,6,0,8,3.4000000000000057,26
690,1984,13,zandvoort,True,False,False,False,False,surer,Swiss,arrows,19,24,1,0,19,6,0,9,3.8000000000000114,32
676,1984,13,zandvoort,True,False,False,False,False,hesnault,French,ligier,20,7,0,0,21,3,0,10,4.300000000000011,27
692,1984,13,zandvoort,True,False,False,False,False,ghinzani,Italian,osella,21,26,2,0,18,2,0,11,5.900000000000006,32
678,1984,13,zandvoort,True,False,False,False,False,palmer,British,ram,22,9,0,0,24,0,0,14,6.0,27
680,1984,13,zandvoort,True,False,False,False,False,gartner,Austrian,osella,23,12,0,0,0,2,0,11,6.400000000000006,30
682,1984,13,zandvoort,True,False,False,False,False,johansson,Swedish,tyrrell,25,15,0,0,0,0,0,15,7.5,27
